facts_summary,case_category,likely_outcome,source_file,source_prefix,date_lecture,type_decision,type_recours,solution,text_length
"La société anonyme (SA) Manitou BF a demandé au tribunal administratif de Nantes de de prononcer la restitution d'une fraction de la cotisation primitive d'impôt sur les sociétés à laquelle elle a été assujettie au titre de l'exercice clos en 2011, correspondant à la réintégration dans son résultat fiscal d'une quote-part pour frais et charges des produits de participation perçus de ses filiales établies dans des Etats membres de l'Union européenne autres que la France. Par une ordonnance n° 1510650 du 26 septembre 2017, le président du tribunal administratif de Nantes a transmis, sur le fondement de l'article R. 351-3 du code de justice administrative, la demande de la société Manitou BF au tribunal administratif de Montreuil, qui l'a rejetée par un jugement n° 1708681 du 16 juillet 2018. Par un arrêt n° 18VE02710 du 27 mai 2021, la cour administrative d'appel de Versailles a annulé ce jugement et fait droit à la demande de la société Manitou BF. Par un pourvoi et un mémoire en réplique, enregistrés les 30 juin 2021 et 31 mars 2022 au secrétariat du contentieux du Conseil d'Etat, le ministre de l'économie, des finances et de la relance demande au Conseil d'Etat d'annuler cet arrêt.",plein_contentieux,autre_issue,DCE_454107_20220614.xml,DCE,2022-06-14,Décision,Plein contentieux,Question préjudicielle CJUE,11478
"La société Enedis a demandé au tribunal administratif de Versailles d'annuler la décision implicite de rejet née du silence gardé par le maire de Yerres sur sa demande tendant à l'abrogation de la délibération du 11 avril 2016 par laquelle le conseil municipal de Yerres a décidé de s'opposer au déploiement des compteurs électriques "" Linky "" sur le territoire de la commune. Par un jugement n° 1707444 du 26 septembre 2019, ce tribunal a fait droit à cette demande et enjoint au maire de Yerres d'inscrire à l'ordre du jour du conseil municipal l'abrogation de la délibération du 11 avril 2016 dans un délai de trois mois à compter de la notification du jugement. Par un arrêt n° 19VE03973 du 4 juin 2021, la cour administrative d'appel de Versailles a rejeté l'appel formé par la commune de Yerres contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés le 2 juillet 2021 et le 1er octobre 2021 au secrétariat du contentieux du Conseil d'Etat, la commune de Yerres demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge de la société Enedis la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454152_20220616.xml,DCE,2022-06-16,Décision,Excès de pouvoir,Rejet PAPC,3312
"Procédure contentieuse antérieure Sous le n° 1500940, le département de la Seine-Maritime a demandé au tribunal administratif de Rouen, à titre principal, d'une part, d'annuler les marchés n°s 99-673, 99-677, 99-678, 99-682, 99-685, 99-687, 99 689, 99-690, 99-692 et 99-694 conclus avec le groupement composé de la société Lacroix Signalisation et de la société Normandie Signalisation et, d'autre part, de condamner la société Lacroix Signalisation à lui restituer la somme de 2 630 016,11 euros et à lui verser celle de 407 070,14 euros au titre de l'indisponibilité de la somme précédente ou, à titre subsidiaire, de la condamner à lui verser la somme de 1 932 479,48 euros au titre du surcoût des marchés qu'a entraîné le comportement dolosif de cette société, la condamnation étant assortie dans tous les cas des intérêts au taux légal à compter de la date d'enregistrement de la demande et de leur capitalisation. Par un jugement n° 1500940 du 31 janvier 2017, le tribunal administratif de Rouen a fait droit aux conclusions principales du département, à l'exception de la somme demandée au titre de l'indisponibilité de la somme correspondant à la restitution des marchés. Sous le n° 1500943, le département de la Seine-Maritime a demandé au tribunal administratif de Rouen, à titre principal, d'une part, d'annuler le marché n° 2006-311 conclu avec la société Lacroix Signalisation, et, d'autre part, de condamner cette dernière à lui restituer la somme de 1 741 563,49 euros et à lui verser celle de 136 251,10 euros au titre de l'indisponibilité de la somme précédente ou, à titre subsidiaire, à lui verser la somme de 954 785,94 euros au titre du surcoût des marchés qu'a entraîné le comportement dolosif de cette société, la condamnation étant assortie dans tous les cas des intérêts au taux légal à compter de la date d'enregistrement de la demande et de leur capitalisation. Par un jugement n° 1500943 du 31 janvier 2017, le tribunal administratif de Rouen a fait droit aux conclusions principales du département, à l'exception de la somme demandée au titre de l'indisponibilité de la somme correspondant à la restitution des marchés. Sous le n° 1500944, le département de la",plein_contentieux,autre_issue,DCE_454189_20220617.xml,DCE,2022-06-17,Décision,Plein contentieux,Avant dire-droit,24839
"Par une requête, enregistrée le 6 juillet 2021, au secrétariat du contentieux du Conseil d'Etat, la société Oui Energy demande au Conseil d'Etat : 1°) d'annuler pour excès de pouvoir la délibération n° 2021-125 de la Commission de régulation de l'énergie (CRE) du 6 mai 2021 portant décision sur la méthode de répartition des volumes d'accès régulé à l'électricité nucléaire historique (ARENH) en cas de dépassement du plafond prévu par la loi et la décision de la CRE du 26 mai 2021 l'informant qu'aucun volume d'ARENH et de garanties de capacité ne lui serait livré sur la période de livraison commençant en juillet 2021 en application de cette délibération ; 2°) d'enjoindre à la CRE de prendre une nouvelle décision lui accordant les volumes maximaux d'accès régulé à l'électricité nucléaire qu'elle a sollicités dans sa demande au titre du guichet de mai 2021 pour la période de livraison du 1er juillet 2021 au 30 juin 2022, dans un délai de dix jours à compter de la notification de la décision à intervenir sous astreinte de 1 000 euros par jour de retard ; 3°) de mettre à la charge de l'Etat la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454294_20220609.xml,DCE,2022-06-09,Décision,Excès de pouvoir,Rejet,10464
"L'Office public de l'habitat (OPH) Rochefort Habitat Océan a demandé au tribunal administratif de DijonPoitiers de prononcer la réduction de la cotisation de taxe foncière sur les propriétés bâties à laquelle il a été assujetti au titre de l'année 2018 dans les rôles de la commune de Rochefort-sur-Mer (Charente-Maritime) à raison de logements dont il est propriétaire. Par un jugement n° 2000870 du 12 mai 2021, ce tribunal a rejeté sa demande. Par un pourvoi sommaire, un mémoire complémentaire et un mémoire en réplique, enregistrés les 12 juillet 2021, 12 octobre 2021 et 30 mai 2022 au secrétariat du contentieux du Conseil d'Etat, l'Office public de l'habitat Rochefort Habitat Océan demande au Conseil d'Etat : 1°) d'annuler ce jugement ; 2°) réglant l'affaire au fond, de faire droit à sa demande ; 3°) de mettre à la charge de l'Etat la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_454465_20220614.xml,DCE,2022-06-14,Décision,Plein contentieux,Rejet,6886
"Par deux requêtes, M. C A a demandé au tribunal administratif de la Polynésie française, d'une part, d'annuler la décision de rejet implicite par l'administrateur général des finances publiques en Polynésie française de sa demande d'abrogation de l'arrêté n° 1-2019 PPF du 1er septembre 2019 portant désignation de mandataires et délégation de signatures à la paierie de la Polynésie française et, d'autre part, d'annuler la décision de rejet implicite par le payeur de la Polynésie française de sa demande d'abrogation du même arrêté et de retrait de la déclaration de créance prononcée le 20 novembre 2019 à son encontre. Par un jugement nos 2000107 et 2000108 du 10 novembre 2020, le tribunal administratif de la Polynésie française s'est déclaré incompétent pour connaître des conclusions dirigées contre le refus de retirer la déclaration de créance du 20 novembre 2019 et a rejeté le surplus des conclusions. Par un arrêt n° 20PA03433 du 29 avril 2021, la cour administrative d'appel de Paris a rejeté l'appel formé par M. A contre ce jugement en tant qu'il a rejeté ses conclusions tendant à l'annulation du rejet implicite par l'administrateur général des finances publiques en Polynésie française de la demande d'abrogation de l'arrêté n° 1-2019 PPF du 1er septembre 2019. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 15 juillet et 15 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, M. A demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge de l'Etat la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454635_20220617.xml,DCE,2022-06-17,Décision,Excès de pouvoir,Rejet PAPC,4291
"M. B C a demandé au tribunal administratif de Toulon d'annuler la décision implicite de rejet née du silence gardé par le ministre de la défense suite à son recours préalable devant la commission des recours des militaires du 26 février 2015 et de condamner l'Etat à lui verser les sommes de 148 956 euros et de 50 000 euros au titre de ses préjudices financier et moral. Par un jugement n° 1502893 du 22 octobre 2018, le tribunal administratif de Toulon a condamné l'Etat à lui verser la somme de 158 956 euros assorties des intérêts au taux légal à compter de sa demande d'indemnisation préalable du 1er décembre 2014. Par un arrêt n° 18MA05442 du 11 juin 2021, la cour administrative de Marseille, sur un appel de la ministre des armées, a ramené la somme que la ministre des armées a été condamnée à verser à M. C à 67 314,17 euros, assortie des intérêts au taux légal à compter de sa demande d'indemnisation préalable. Par un pourvoi sommaire et un mémoire complémentaire enregistrés le 16 juillet et le 15 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, M. C demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) de mettre à la charge de l'Etat la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,partiellement_favorable,DCE_454655_20220610.xml,DCE,2022-06-10,Décision,Excès de pouvoir,Satisfaction partielle,9035
"Mme Y AC, Mme Z D, M. AA A, M. H K, M. U G, Mme AB V, Mme J I, Mme Z AF, M. S K, Mme N O, M. Ste´phane Vercruysse, M. Guillaume Carbone, Mme Leila Ouerghi, M. Gilles Renaud, M. Michel Garcia, M. Jean-Franc¸ois Bazil, M. Hermas Alemdjrodo, M. Franc¸ois Raizon, M. Marc Lemarotel et Mme Hele`ne Desset ont demandé au tribunal administratif de Besançon d'annuler la décision du 5 août 2020 par laquelle la directrice régionale des entreprises, de la concurrence, de la consommation, du travail et de l'emploi de la région Bourgogne-Franche Comte´ a homologue´ le plan de sauvegarde de l'emploi de la société L'Amy. Par un jugement n° 2001517 du 22 décembre 2020, le tribunal administratif a fait droit à leur demande. Par un arrêt n° 21NC00477, la cour administrative d'appel de Nancy a, sur appel de la société L'Amy, annulé ce jugement et rejeté la demande de Mme Deschamps et autres. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 19 juillet et 19 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, Mme Deschamps, M. Bazil, M. Carbonne, M. Roger Gaiffe, M. Thomas Gaiffe, M. Garcia, Mme Godino, Mme Caruso, Mme Vercruysse, M. Raizon et Mme Rémy demandent au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à leurs conclusions d'appel ; 3°) de mettre respectivement à la charge de l'Etat et de la société L'Amy la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454702_20220629.xml,DCE,2022-06-29,Décision,Excès de pouvoir,Rejet PAPC,4432
"La société Alain Debuschère et associés a demandé au tribunal administratif de Poitiers d'annuler les titres exécutoires émis les 31 mai, 21 juin et 30 décembre 2016 par la commune de Neuville-de-Poitou pour le recouvrement des sommes de 87 260 euros, 18 658,05 euros et 18 658,05 euros correspondant à la participation pour le financement de l'assainissement collectif, et de la décharger de l'obligation de payer ces sommes. Par un jugement n° 1700276, 1701348 du 7 février 2019, le tribunal administratif de Poitiers a rejeté ces demandes. Par un arrêt n° 19BX01378, 19BX01379 du 25 mai 2021, la cour administrative d'appel de Bordeaux a rejeté les appels formés par la société Alain Debuschère et associés contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés le 19 juillet 2021 et le 14 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, la société Alain Debuschère et associés demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à ses conclusions d'appel ; 3°) de mettre à la charge de la commune de Neuville-de-Poitou la somme de 4 500 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454708_20220616.xml,DCE,2022-06-16,Décision,Excès de pouvoir,Rejet PAPC,3981
"M. et Mme B A ont demandé au tribunal administratif d'Amiens de prononcer la décharge des cotisations supplémentaires d'impôt sur le revenu et de contributions sociales auxquelles ils ont été assujettis au titre des années 2011 et 2012 ainsi que des pénalités correspondantes. Par un jugement nos 1602463, 1603035 du 14 mars 2019, ce tribunal a rejeté leur demande. Par un arrêt n° 19DA00803 du 20 mai 2021, la cour administrative d'appel de Douai, après avoir constaté qu'il n'y avait plus lieu de statuer à concurrence d'un dégrèvement intervenu en cours d'instance, a rejeté le surplus de l'appel formé par M. et Mme A contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 20 juillet et 20 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, M. et Mme A demandent au Conseil d'Etat : 1°) d'annuler l'article 2 de cet arrêt ; 2°) réglant l'affaire au fond dans cette mesure, de faire droit à leur appel ; 3°) de mettre à la charge de l'Etat la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_454776_20220603.xml,DCE,2022-06-03,Décision,Plein contentieux,Rejet PAPC,3691
"La Ligue française pour la défense des droits de l'Homme et du citoyen (Ligue des droits de l'Homme) a demandé au juge des référés du tribunal administratif de Lille de suspendre l'exécution de la délibération du 13 avril 2021 par laquelle le conseil d'administration du centre communal d'action sociale de la commune de Caudry a décidé d'autoriser son président à suspendre l'accès aux aides sociales facultatives telles que prévues dans le règlement de l'aide sociale facultative adopté le 22 juin 2020 aux personnes décrites dans la délibération ainsi qu'à la famille directe de ces dernières lorsque ces personnes sont mineures. Par une ordonnance n° 2105036 du 5 juillet 2021, le juge des référés du tribunal administratif de Lille a rejeté sa demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 20 juillet et 4 août 2021 au secrétariat du contentieux du Conseil d'Etat, la Ligue des droits de l'Homme demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de faire droit à sa demande ; 3°) de mettre à la charge du centre communal d'action sociale de la commune de Caudry la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,favorable_requerant,DCE_454799_20220624.xml,DCE,2022-06-24,Décision,Excès de pouvoir,Satisfaction totale,9425
"L'Union des entreprises de sécurité privée (UESP) a demandé au tribunal administratif de Versailles d'annuler pour excès de pouvoir la décision du 7 septembre 2018 par laquelle la commission locale d'agrément et de contrôle Ile-de-France Ouest a délivré à la société NCR France l'autorisation d'exercer une activité de transport de fonds, ainsi que les décisions rejetant son recours administratif contre cette décision. Par un jugement n° 1904266 du 12 avril 2021, le tribunal administratif a annulé ces décisions. Par une ordonnance n° 21VE01448 du 8 juillet 2021, la cour administrative d'appel de Versailles a rejeté la requête de la société NCR France tendant à ce qu'il soit sursis à l'exécution de ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 21 juillet et 4 août 2021 au secrétariat du contentieux du Conseil d'Etat, la société NCR France demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) de mettre à la charge de l'Union des entreprises de sécurité privée la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_454823_20220610.xml,DCE,2022-06-10,Décision,Plein contentieux,Rejet PAPC,3392
"Par une décision du 22 novembre 2021, le Conseil d'Etat, statuant au contentieux a prononcé l'admission des conclusions du pourvoi de la région Hauts-de-France dirigées contre l'ordonnance du 6 juillet 2021 du juge des référés du tribunal administratif de Lille en tant que cette ordonnance a prononcé une injonction. Par un mémoire en défense, enregistré le 19 avril 2022, l'association Averroès conclut au rejet de ces conclusions et à ce que la somme de 4 000 euros soit mise à la charge de la région Hauts-de-France au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454824_20220616.xml,DCE,2022-06-16,Décision,Excès de pouvoir,Rejet,6823
"Par une requête et un mémoire en réplique, enregistrés les 22 juillet et 16 décembre 2021 au secrétariat du contentieux du Conseil d'Etat, M. A C demande au Conseil d'Etat : 1°) d'annuler pour excès de pouvoir la décision du 18 mai 2021 par laquelle le Conseil national de l'ordre des médecins, statuant en formation restreinte, l'a suspendu du droit d'exercer la médecine pour une durée d'un an et subordonné la reprise de son activité à la justification du respect d'obligations de formation ; 2°) d'enjoindre au conseil départemental du Nord de l'ordre des médecins, ou à tout conseil départemental territorialement compétent, à titre principal, de l'inscrire au tableau de l'ordre des médecins, et, à titre subsidiaire, de réexaminer sa demande d'inscription au tableau l'autorisant à exercer sa profession de médecin spécialiste, qualifié en psychiatrie, dans un délai de huit jours à compter de la décision à intervenir ; 3°) de mettre à la charge du Conseil national de l'ordre des médecins la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454846_20220615.xml,DCE,2022-06-15,Décision,Excès de pouvoir,Rejet,10214
"La société éoliennes des Vaslins a demandé à la cour administrative d'appel de Nantes, d'une part, d'annuler l'arrêté du 23 décembre 2019 par lequel le préfet du Cher a refusé de lui délivrer une autorisation unique en vue de la construction et de l'exploitation d'un parc composé de cinq éoliennes et de deux postes de livraison, sur le territoire de la commune de Venesmes, et, d'autre part, de lui accorder cette autorisation en l'assortissant le cas échéant des prescriptions nécessaires à la préservation des intérêts mentionnés à l'article L. 511-1 du code de l'environnement ou, à titre subsidiaire, d'enjoindre au préfet du Cher de lui délivrer l'autorisation sollicitée dans un délai d'un mois à compter de la notification de l'arrêt à intervenir, sous astreinte de 500 euros par jour de retard. Par un arrêt n° 20NT00665 du 26 mai 2021, la cour administrative d'appel de Nantes a, après avoir admis l'intervention de l'association Avenir Venesmes environnement, rejeté la demande de la société éoliennes des Vaslins. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 22 juillet et 21 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, la société éoliennes des Vaslins demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à sa demande ; 3°) de mettre à la charge de l'Etat la somme de 3 500 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454865_20220617.xml,DCE,2022-06-17,Décision,Excès de pouvoir,Rejet PAPC,4583
"M. B A a demandé au tribunal administratif de Lyon de condamner l'Etat à lui verser la somme de 657 593 euros, assortie des intérêts de droits, à compter du 18 avril 2019, en réparation des préjudices qu'il estime avoir subis du fait du rejet par le garde des sceaux, ministre de la justice, de sa demande de nomination en qualité de notaire salarié, et des vices entachant l'instruction de sa demande. Par un jugement n° 1905816 du 29 mai 2020, le tribunal administratif de Lyon a rejeté sa demande. Par un arrêt n° 20LY02048 du 1er juin 2021, la cour administrative d'appel de Lyon a rejeté l'appel formé par M. A contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés au secrétariat du contentieux du Conseil d'Etat les 23 juillet et 22 octobre 2021, M. A demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) de mettre à la charge de l'Etat la somme de 3 500 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_454900_20220617.xml,DCE,2022-06-17,Décision,Excès de pouvoir,Rejet PAPC,3598
"La société Colt Technology Services a demandé au tribunal administratif de Cergy-Pontoise d'annuler le titre exécutoire n° 43-15 d'un montant de 173 920,56 euros émis par le département des Hauts-de-Seine le 4 juin 2015 en vue du recouvrement d'une redevance d'occupation du domaine public et de prononcer la décharge de l'obligation de payer la somme correspondante. Par un jugement n° 1508065 du 19 juillet 2016, ce tribunal a rejeté sa demande. Par un arrêt n° 16VE02957 du 22 novembre 2018, la cour administrative d'appel de Versailles a, sur appel de la société Colt Technology Services, annulé ce jugement et le titre exécutoire du 4 juin 2015. Par une décision n° 427280 du 24 février 2020, le Conseil d'Etat, statuant au contentieux, saisi d'un pourvoi présenté par le département des Hauts-de-Seine, a annulé cet arrêt et renvoyé l'affaire à la cour administrative d'appel de Versailles. Par un arrêt n° 20VE00702 du 25 mai 2021, la cour administrative d'appel de Versailles, après avoir annulé le jugement attaqué du 19 juillet 2016, a rejeté la demande présentée devant le tribunal administratif de Cergy-Pontoise par la société Colt Technology Services. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 26 juillet et 22 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, la société Colt Technology Services demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge du département des Hauts-de-Seine la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_454944_20220603.xml,DCE,2022-06-03,Décision,Plein contentieux,Rejet PAPC,4709
"La Ville de Paris a porté plainte contre M. B A devant la chambre disciplinaire de première instance d'Ile-de-France de l'ordre des médecins. Par une décision du 29 janvier 2021, la chambre disciplinaire de première instance a infligé à M. A la sanction de l'interdiction d'exercer la médecine pendant une durée d'un an. Par une ordonnance du 20 mai 2021, la présidente de la chambre disciplinaire nationale de l'ordre des médecins a rejeté l'appel formé par M. A contre cette décision. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés au secrétariat du contentieux du Conseil d'Etat les 27 juillet et 27 octobre 2021, M. A demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) réglant l'affaire au fond, à titre principal, d'annuler la décision du 29 janvier 2021 et, à titre subsidiaire, de réduire la sanction infligée à son encontre ; 3°) de mettre à la charge de la Ville de Paris la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_454983_20220615.xml,DCE,2022-06-15,Décision,Plein contentieux,Rejet PAPC,2879
"La société anonyme (SA) Immobilière de la Pointe du Cap Martin a demandé au tribunal administratif de Nice d'annuler la décision du 7 juillet 2015 par laquelle le préfet des Alpes-Maritimes l'a, d'une part, mise en demeure de procéder à la démolition de tous les ouvrages situés sur le domaine public maritime et, d'autre part, lui a demandé de libérer la bande de recul de trois mètres au droit de la limite du domaine public maritime. Par un jugement n° 1503552 du 12 décembre 2018, ce tribunal a rejeté sa demande. Par un arrêt n° 19MA00705 du 28 mai 2021, la cour administrative d'appel de Marseille a rejeté l'appel formé par la société Immobilière de la Pointe du Cap Martin contre ce jugement. Par un pourvoi sommaire, un mémoire complémentaire et un mémoire en réplique, enregistrés les 28 juillet 2021, 28 octobre 2021 et le 13 avril 2022 au secrétariat du contentieux du Conseil d'Etat, la société Immobilière de la pointe du Cap Martin demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge de l'Etat la somme de 4 500 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_455050_20220614.xml,DCE,2022-06-14,Décision,Excès de pouvoir,Rejet,8121
"Mme B A a demandé au tribunal administratif de Marseille de prononcer la décharge des cotisations de taxe foncière sur les propriétés bâties auxquelles elle a été assujettie au titre des années 2018 à 2020. Par une ordonnance n° 2101160 du 20 juillet 2021, la présidente de la 7ème chambre du tribunal administratif de Marseille a rejeté sa demande. Par un pourvoi sommaire et un mémoire complémentaire enregistrés les 29 juillet et 25 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, Mme A demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) réglant l'affaire au fond de faire droit à sa demande.",plein_contentieux,defavorable_requerant,DCE_455059_20220623.xml,DCE,2022-06-23,Décision,Plein contentieux,Rejet PAPC,3149
"M. A B a demandé au tribunal administratif d'Amiens, en premier lieu, d'annuler la note de service du 2 mars 2016 du ministre de l'éducation nationale, de l'enseignement supérieur et de la recherche relative à l'accès à la hors-classe des professeurs des écoles pour l'année 2016, le tableau d'avancement de ce grade pour 2016 et la décision du 27 octobre 2016 rejetant son recours hiérarchique, en deuxième lieu, qu'il soit enjoint au ministre de l'éducation nationale de le promouvoir à la hors-classe et, en troisième lieu, que l'Etat soit condamné à lui verser la somme de 5 000 euros en réparation de son préjudice moral. Par un jugement n° 1603837 du 27 décembre 2018, le tribunal administratif d'Amiens a rejeté sa demande. Par un arrêt n° 19DA00496 du 27 mai 2021, la cour administrative d'appel de Douai a rejeté l'appel formé par M. B contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 30 juillet et 2 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, M. B demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à ses conclusions d'appel ; 3°) de mettre à la charge de l'Etat la somme de 3 500 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_455108_20220621.xml,DCE,2022-06-21,Décision,Excès de pouvoir,Rejet PAPC,3480
"Par une décision du 31 décembre 2021, le Conseil d'Etat, statuant au contentieux, a prononcé l'admission des conclusions du pourvoi de Mme B C dirigées contre l'article 3 du dispositif de l'arrêt du 1er juin 2021 de la cour administrative d'appel de Lyon, qui lui inflige une amende pour recours abusif, et n'a pas admis les conclusions du pourvoi dirigées contre le surplus de l'arrêt attaqué. Le pourvoi a été communiqué à l'université Clermont-Auvergne, qui n'a pas produit de mémoire.",exces_de_pouvoir,partiellement_favorable,DCE_455124_20220629.xml,DCE,2022-06-29,Décision,Excès de pouvoir,Satisfaction partielle,3156
"Mme E A, M. B F et Mme D C G ont demandé au tribunal administratif de Nîmes d'annuler pour excès de pouvoir l'arrêté du 12 novembre 2019 par lequel le maire de Saint Quentin la Poterie a accordé à la société Ob Développement le permis de construire quatorze logements individuels et trente-trois logements collectifs. Par un jugement n° 1904433 du 13 octobre 2020, le tribunal administratif de Nîmes a rejeté leur demande. Par un arrêt n° 20MA03919 du 1er juin 2021, la cour administrative d'appel de Marseille a rejeté l'appel formé par Mme A, M. F et Mme C G contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 2 août et 2 novembre 2021 au secrétariat du contentieux du Conseil d'Etat, Mme A et Mme C G demandent au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) de mettre à la charge de la commune de Saint Quentin la Poterie et de la société Ob Développement la somme de 3 500 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_455128_20220622.xml,DCE,2022-06-22,Décision,Excès de pouvoir,Rejet PAPC,2739
"La société civile immobilière (SCI) des Capettes a demandé au tribunal administratif de Versailles de prononcer la décharge des suppléments d'impôt sur les sociétés auxquels elle a été assujettie au titre de l'exercice clos en 2012 et des rappels de taxe sur la valeur ajoutée qui lui ont été réclamés pour la période du 1er janvier 2012 au 30 août 2013, ainsi que des pénalités correspondantes. Par un jugement n° 1607804 du 16 mai 2019, ce tribunal a rejeté sa demande Par un arrêt n° 19VE02491 du 16 juillet 2021, la cour administrative d'appel de Versailles a rejeté l'appel formé par la société des Capettes contre ce jugement. Par un pourvoi et un mémoire complémentaire, enregistrés les 3 août et 12 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, la société des Capettes demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge de l'Etat la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_455231_20220603.xml,DCE,2022-06-03,Décision,Plein contentieux,Rejet PAPC,4022
"Mme A C a demandé au tribunal des pensions de Marseille d'annuler la décision du 6 octobre 2015 par laquelle le ministre de la défense lui a refusé l'octroi d'une pension de réversion du chef de M. D B. Par un jugement n° 18/00071 du 23 août 2019, ce tribunal a rejeté sa demande. Par un arrêt n° 19MA05435 du 28 mai 2021, la cour administrative d'appel de Marseille a rejeté l'appel formé par Mme C contre ce jugement. Par un pourvoi et un mémoire en réplique, enregistrés les 5 août 2021 et 19 avril 2022 au secrétariat du contentieux du Conseil d'Etat, Mme C demande au Conseil d'Etat d'annuler cet arrêt.",autres_recours,defavorable_requerant,DCE_455292_20220614.xml,DCE,2022-06-14,Décision,Contentieux des pensions,Rejet,7210
